movie_title,kind,number_of_rating,rating_score,classification,release_year,duration,country,genre,director,cast
Hợp đồng tình yêu,Phim lẻ,9000,9,T16,2017,93,Trung Quốc đại lục,"Lãng Mạn, Tình Bạn, Gia Đình, Hôn Nhân",TianKai,"Wang Yi Ming, susan"
Capital Secret,Phim lẻ,4000,8.5,T13,2020,88,Trung Quốc đại lục,"Võ Thuật, Lãng Mạng, Hành Động, Tình Tiết, Võ hiệp, Cổ Trang",Zhang Wen Dong,"Song Chen, coco, Xu Hai Wei, Guo Jun"
Hiệp sĩ chọi gà,Phim lẻ,4000,8.1,T13,2017,73,Trung Quốc đại lục,"Võ Thuật, Phim Hài, Viễn Tưởng",Mai Tian,"Wei Yan Kan, Wang Qing, Natas Asoka, Sang Na, Qi Chao, Mao Na, Xu Bing"
【Lồng tiếng】Người Nhân Bản,Phim lẻ,9000,9.2,T13,2021,114,Hàn Quốc,"Khoa Học Viễn Tưởng, Hành Động, Tình Tiết, Phiêu Lưu, Xã Hội Đen, Tình Bạn",Li Yong Zhou,"Yoo Gong, Park Bo Gum, Woo-jin Jo"
Con ma cuối cùng,Phim lẻ,2000,8,T18,2017,62,Trung Quốc đại lục,"Lãng Mạng, Hành Động, Kinh Dị, Siêu Nhiên",Xu Ming Yuan,"Sun Tong Xin, Jiang Rui Ze"
Thà tôi ra ngài cảnh sát trưởng máu lạnh,Phim lẻ,53000,8.7,T13,2017,90,Trung Quốc đại lục,Lãng Mạng,Ba Chen Xu,"Chen Yi Wen, Xu Ding, Wang Zi"
Hắc Lâu Quái Đàm,Phim lẻ,12000,8.6,T13,2023,62,Trung Quốc đại lục,"Bí Ẩn, Tình Tiết, Kinh Dị, Xã Hội Đen, Trả Thù","I-fan Wang, Wu Cheng Zhe","Xiang Yu, Wangyanxin, Awei, Billy Lau,Lau Nam Kwong, Tu Yu Ming, 皓乔"
Nữ thần may mắn và tên rủi ro,Phim lẻ,1000,8.8,T13,2017,94,Trung Quốc đại lục,"Lãng Mạng, Tình Tiết",Caibin Yu,"vanessa, Pufan Huan"
Mất kiểm soát,Phim lẻ,1000,8.8,T16,2018,74,Trung Quốc đại lục,"Hành Động, Tình Tiết, Võ hiệp",Xie Ming,"Xie Ming, Shu Yi Chen, Yong Jang, Zhang Wen Jun"
Bóng ma của ngôi nhà,Phim lẻ,1000,8.1,T16,2017,79,Trung Quốc đại lục,"Bí Ẩn, Kinh Dị",Li Zhen Fei,"Eunice So, Candice, Liu Jie"
Cuộc Gọi Bí Ẩn,Phim lẻ,5900,9.6,T16,2021,94,Hàn Quốc,"Bí Ẩn, Tình Tiết, Kinh Dị, Xã Hội Đen, Trả Thù",Chang-ju Kim,"Woo-jin Jo, Ji Chang Wook, Jin Kyung, Kim Ji Ho,Kim Ji Ho김지호"
Chuyện tình ở trường đại học,Phim lẻ,1000,6.8,T13,2018,85,Trung Quốc đại lục,"Hoạt Hình, Lãng Mạng, Hành Động, Phim Hài, Tình Bạn, Học Đường",Lin Shi Yong,"Genie, Kris John, Teddy"
Nỗi Buồn Nàng Dâu Mới,Phim lẻ,1700,8.4,T13,2016,93,Trung Quốc đại lục,"Lãng Mạng, Hôn Nhân",Zhu Hui Lin,Phùng Chỉ Mặc
Hồng Y Ngụy Thôn Chi Hoan Mê,Phim lẻ,2000,7.2,T18,2017,96,Trung Quốc đại lục,"Bí Ẩn, Kinh Dị","Zhang Jian Chun, Jiang Han Qing","Yao Yao, Kwok-Lun Lee, Felix Lok, Xie Yi Zhen"
Siêu vệ sĩ của tôi,Phim lẻ,4000,7.5,T16,2018,84,Trung Quốc đại lục,"Lãng Mạng, Hành Động, Võ hiệp",Run,Run
Lão Cửu Môn: Thanh Sơn Hải Đường,Phim lẻ,1600,9.4,T16,2022,74,Trung Quốc đại lục,"Bí Ẩn, Hành Động, Phiêu Lưu, Tình Bạn, Trả Thù",Kai Wang,"Zhu Zan Jin, Dong Hao Ran, Ken Lok, Zhu Yongteng, Guo Jia Nan, Lưu Sướng"
Lãng Khách Kình Thương,Phim lẻ,26000,8.4,T16,2018,97,Trung Quốc đại lục,"Võ Thuật, Bí Ẩn, Hành Động, Võ hiệp",Qiao Lei,"Du Wu Jia, Xu Qian Jing, Gao Tian Hao, Wang Hao Nan, Chen Jia Wen"
Chất Độc Trong Cổ Họng,Phim lẻ,15000,8.9,T13,2022,71,Trung Quốc đại lục,"Tội Phạm, Hành Động, Tình Tiết, Xã Hội Đen","Jiang Jing Zhong, BoWen Wang","Fufu Yuan, QianLi Chen, Wang Yu Ze"
Bốn vũ khí,Phim lẻ,45000,8.5,T16,2018,66,Trung Quốc đại lục,"Võ Thuật, Hư Cấu, Lãng Mạng, Tình Tiết, Viễn Tưởng, Cổ Trang",Wu Tong,"Yu Li, Chen Sheng Wei"
Khuất cường cam tâm,Phim lẻ,1000,8,T16,2018,81,Trung Quốc đại lục,"Hành Động, Tình Tiết, Thanh Xuân, Gia Đình",Wang Dong Jian,"Momo, Liu Jiong Ran, Hao Wan Qing"
Sát cánh phản công,Phim lẻ,25000,8,T16,2018,63,Trung Quốc đại lục,"Lãng Mạng, Phim Hài, Thanh Xuân",Xu Lei,Tan Bo Lin
Mặc ngọc đoạn của đao thủ tuyệt mệnh,Phim lẻ,3000,8.1,T16,2017,75,Trung Quốc đại lục,"Võ Thuật, Hành Động, Tình Tiết, Cổ Trang",Mao Jian,"Xiaohui Ma, Tan Jia Jia"
Anh hùng tùy tiện,Phim lẻ,1000,8.5,T18,2018,78,Trung Quốc đại lục,"Tội Phạm, Hành Động, Tình Tiết, Xã Hội Đen, Võ hiệp",Liu Xi,"Liang Shan Shan, Ye Yu Jun, Lu Xuan, Wang Qi Meng"
Nhiệm vụ giải cứu,Phim lẻ,4000,8.8,T16,2017,68,Trung Quốc đại lục,"Tội Phạm, Hành Động, Hình Sự",Jia Zhen,"Leifang Wang, Ba Sa, Rong Xiao Yi"
Huyền thoại về cơn ác mộng,Phim lẻ,2000,7.8,T13,2018,63,Trung Quốc đại lục,"Võ Thuật, Hành Động, Phim Hài, Tình Tiết, Viễn Tưởng, Cổ Trang","Jin Rui, Yin Bo","JK, Sun Tong Xin, Cheng Si Jia, Ji Yun, Huang Hong"
Chơi anh trai,Phim lẻ,1000,8.1,T16,2017,95,Trung Quốc đại lục,"Tội Phạm, Phim Hài",Ma Ying Jie,"Xin Zuo Yu, Luo Shao Qian"
Cảm thấy bạn,Phim lẻ,1000,8.4,T16,2019,91,Trung Quốc đại lục,"Lãng Mạng, Viễn Tưởng, Thanh Xuân",Yuez Zeng,"Xu Nuo, Sizhu Zhou"
Đường Tương (Hạ) Linh Thành Song Sinh,Phim lẻ,9000,8.9,T13,2019,78,Trung Quốc đại lục,"Võ Thuật, Bí Ẩn, Hành Động, Viễn Tưởng, Cổ Trang",Julian,"Qiang Yu, Wang Zi Qing, Han Xin Yu, Han Xin Yu"
Qiu Qiu,Phim lẻ,1000,8.5,T18,2016,105,Trung Quốc đại lục,"Lãng Mạng, Tình Tiết, Thanh Xuân, Chủ Đề Thực Tế",Chao Xu,Yang Run Kun
Yêu một nghệ sĩ,Phim lẻ,2000,7.6,T16,2019,80,Trung Quốc đại lục,"Lãng Mạng, Tình Tiết, Thanh Xuân, Hôn Nhân",Wang Cheng Jun,Wu Xin Peng
Bí ẩn sương mù,Phim lẻ,1000,7.7,T16,2016,64,Trung Quốc đại lục,"Bí Ẩn, Kinh Dị, Tội Phạm, Hình Sự, Kinh Dị, Chủ Đề Thực Tế",Zhang Chi,"Wei Wang, Zhang Zi Xuan"
Tình yêu chết chóc,Phim lẻ,1000,9.2,T16,2019,86,Trung Quốc đại lục,"Lãng Mạng, Tình Tiết, Trả Thù",Yu Bin,Wu Yong Gan
Câu Chuyện Từ Bóng Tối 2,Phim lẻ,11000,8.4,T16,2013,87,Hồng Kông,"Kinh Dị, Kinh Dị","Gordon Chan, Liu Guo Chang, Teddy Robin",fala chen
Truyền thuyết Chen Zhen,Phim lẻ,4000,7.1,T13,2018,63,Trung Quốc đại lục,"Lãng Mạng, Hành Động, Phim Hài, Tình Bạn",Lu Chun Wei,"Tiger, Choi-Nam Ng / Ben Ngai-Cheung Ng / Ngai Cheung Ng, Ricky, Felix Lok"
Tactical Unit: Partners,Phim lẻ,2000,9,T16,2009,90,Trung Quốc đại lục,"Hồng Kông, Tội Phạm, Hình Sự, Tình Tiết, Kinh Dị, Chủ Đề Thực Tế",Liu Guo Chang,"Nhậm Đạt Hoa, Maggie SiuMeiKi, Singh Hartihan Bitto"
Born Wild,Phim lẻ,1000,9.1,T16,2001,109,Trung Quốc đại lục,"Hồng Kông, Hành Động, Tình Tiết, Phiêu Lưu, Tình Bạn",Patrick Leung,"Louis Koo, Daniel Wu, Patrick Tam, Jo Koo, Philip Ng, Trương Quốc Trụ, Ron Smoorenburg, CHENG Tan-Shui, Bai Ying, Phylis Quet, Arthur Wong, Zhang Rui Zhe, Felix Lok"
Full Throttle,Phim lẻ,4000,9.3,T16,1995,109,Trung Quốc đại lục,"Hồng Kông, Lãng Mạng, Hành Động, Tình Tiết, Kinh Dị, Tình Bạn","Eatonssin,Derek Yee,Derek Tung-Shing Yee","Andy Lau, Gigi Leung, David Wu, Paul Chun, Chin Ka Lok, Elvis Tsui, Teresa"
Đàn ông trẻ cũng lãng mạn.,Phim lẻ,2000,8.1,T18,2016,63,Trung Quốc đại lục,"Hành Động, Phim Hài, Võ hiệp",Luo Yong Qiang,Calvin Lee
Affectionately Yours,Phim lẻ,1000,8,T16,1985,93,Trung Quốc đại lục,"Hồng Kông, Lãng Mạng, Tình Tiết, Hôn Nhân",Wang Ying Jie,"AlanTam,Wing-Lun Tam, Eric Tsang, Billy Lau,Lau Nam Kwong, Zhong Hui Bing"
Cú Đáp Hoàn Hảo,Phim lẻ,12000,9.7,T13,2009,147,Hàn Quốc,"Tình Tiết, Tình Bạn",Yong-hwa Kim,"Ha Jung Woo, Eun-sung Lee, Jae-eung Lee"
Phá  giới,Phim lẻ,1000,8.8,T18,1977,97,Trung Quốc đại lục,"Hồng Kông, Hành Động, Tình Tiết, Võ hiệp, Gia Đình, Trả Thù",Chang-hwa Jeong,"Bruce Leung, Michael Wai-Man Chan, Mao Ying, Billy Chan"
Vua phiêu lưu - Thợ săn rồng Tây Vực,Phim lẻ,76000,8.7,T13,2020,67,Trung Quốc đại lục,"Phim Hài, Viễn Tưởng, Phiêu Lưu, Cổ Trang",Yin Yue,"Chaos Lee,Leon Lee, Zhang Ling, Martin, Lin Jin Yi, Wang Hong Qian, Hui Xiong, Ai Ke Ba Er Ya He Fu"
Intruder,Phim lẻ,2000,8.8,T18,1997,87,Trung Quốc đại lục,"Hồng Kông, Kinh Dị, Tội Phạm, Tình Tiết, Kinh Dị",Kan-Cheung Tsang,"Wu Qien Lien,Jacklyn Wu, Wayne Lai, Moses Chan, Won Bin,Yuan Bin, Bonnie Wong Man-Wai"
Reunion,Phim lẻ,1000,8.4,T13,2020,94,Trung Quốc đại lục,"Lãng Mạng, Tình Tiết, Tình Bạn, Gia Đình, Hôn Nhân",Chung Shu Kai,"Julian Cheung, Alec Su,Su You Peng, Fan Bing Bing, Kent tong"
Con trăn đột biến 2,Phim lẻ,16000,8.8,T16,2019,78,Trung Quốc đại lục,"Bí Ẩn, Kinh Dị, Phiêu Lưu",Chu Kong,"Qiu Pin Cheng, Wang Yu Han, Zhao Si Fan, Zhang Ze, Pei Chen Wei, Wu Cheng Jun, Qiu Pin Cheng"
Dấu Giày Thứ 3,Phim lẻ,2000,7.9,T13,2023,92,Trung Quốc đại lục,"Bí Ẩn, Tội Phạm, Tình Tiết",Xiang Yang,"Lu Hao, Margrete, ulee, Wu Jin Xi, Huang Yan"
Vua Giải Trí,Phim lẻ,1000,8.3,T16,2020,94,Hồng Kông,"Phim Hài, Chủ Đề Thực Tế",Li Bing Guang,"Nick Cheung, Francis NG, Sherming Yiu, Choi， Elle, Ng Man Tat,Uncle Tat, Elvina Kong, CeliaSie, lik-chi lee, Bobby Yip, Gabriel Harrison"
"Cuộc chiến của loài người, Thần và Quỷ",Phim lẻ,7000,8.6,T16,2019,62,Trung Quốc đại lục,"Bí Ẩn, Hư Cấu, Lãng Mạng, Viễn Tưởng, Cổ Trang",Liu Hai Liang,"Gong Yi Jie, Fu Rou Xuan"
Chó Sói Hung Hãn,Phim lẻ,17000,8.5,T13,2022,81,Trung Quốc đại lục,"Bí Ẩn, Khoa Học Viễn Tưởng, Kinh Dị, Chủ Đề Thực Tế",Huang Yi,"Guo Jin Dong, Ma Yuan"
My Heart Will Go On,Phim lẻ,1000,7.5,T13,2020,90,Trung Quốc đại lục,"Lãng Mạng, Tình Tiết, Xã Hội Đen",Mingjie Cai,"Ngô Kỳ Long, Ada Choi"
Đợi đến Viên Niên Ngữ Thu,Phim lẻ,39000,8.9,T13,2019,75,Trung Quốc đại lục,"Lãng Mạng, Phim Hài, Thanh Xuân",Mai Tian,"Phùng Lệ Quân, Hà Lam Đậu, Liu Ze Ting, Chen Meng Xi, Le Sun, Xu Bing"
Hồ Ly Hai Mặt,Phim lẻ,1400,8.4,T13,2020,67,Trung Quốc đại lục,"Hư Cấu, Lãng Mạng, Tình Tiết, Cổ Trang",Trâu Dương,"Trâu Dương, Jin You Mei, Vency, Viên Chí DĨnh, Yang Yun Ran"
Một chàng trai trẻ từ thành phố Si Ping: Phiêu lưu ở Bangkok,Phim lẻ,3000,9.1,T13,2018,85,Trung Quốc đại lục,"Tội Phạm, Hành Động, Phim Hài, Phiêu Lưu, Hôn Nhân","Zhang Hao, Chen Wei Qiang","Zhang Hao, Collin Chou"
我的演技派男友,Phim lẻ,6000,8.5,T13,2020,95,Trung Quốc đại lục,"Lãng Mạng, Tình Tiết, Tình Bạn, Thanh Xuân",Bo Hu,Lin Yong Ju
A Kite Confused Whereabouts,Phim lẻ,9000,8.7,T13,2019,90,Trung Quốc đại lục,"Võ Thuật, Hành Động, Viễn Tưởng, Cổ Trang",Zhang Jin Tao,"Suen,Eric, Zhou Rui Jun, Song Chen"
Người giúp việc,Phim lẻ,4000,8.5,T13,2018,88,Trung Quốc đại lục,"Lãng Mạng, Hành Động, Tình Tiết, Cổ Trang",Gao Jie Yuan,"Yang Sheng Ye, Ren Xi Hong, Fan Zhong Hua"
Người Tình Nguy Hiểm,Phim lẻ,2000,9.2,T13,1992,98,Trung Quốc đại lục,"Hồng Kông, Lãng Mạng, Hành Động, Hình Sự, Tình Tiết",Michael Mak,"Aaron Kwok,Sing Sing (昵称) / Fu Shing Kwok (本名), Lưu Thanh Vân, Fanny Yuen, Bryan Leung, Elvis Tsui, Kingdom Yuen, TIMOTHY"
Tiếng nói vô hình,Phim lẻ,2000,8.3,T16,2019,90,Trung Quốc đại lục,"Bí Ẩn, Tình Tiết, Kinh Dị, Hôn Nhân",Wu Ya Wen,"㬢璐, Jiang Wen Xuan, Lu Chang, Li Jun Mo, Zhou Haodong"
Nhiếp ảnh gia và người mẫu của anh ấy,Phim lẻ,2000,7,T16,2018,72,Trung Quốc đại lục,"Lãng Mạng, Phim Hài, Tình Tiết, Hôn Nhân",Zhao Zhao Jun,Wang Dan
Tay Súng Thần Sầu,Phim lẻ,33000,9,T13,2021,88,Trung Quốc đại lục,"Lãng Mạng, Hành Động, Phim Hài, Xã Hội Đen, Võ hiệp, Trả Thù",tangjiechao,"Shi Yan Neng, Wang Wen Jie, Li Meng Meng, Huang Meng"
Mật khẩu vũ trụ,Phim lẻ,27000,9.2,T16,2018,97,Trung Quốc đại lục,"Bí Ẩn, Hành Động, Viễn Tưởng",Huang He River,"Luo Li Qun, Kristy Yeung, Jatfei Wong, HE WEN HUI, Li Ruo Xi, Li Yi Zeng, Yang Yong, 阿依古丽·阿不都拉, Nao Men E Er De Ni"
Truyền thuyết về chiếc chảo sắt,Phim lẻ,8000,7.9,T16,2018,77,Trung Quốc đại lục,"Lãng Mạng, Hành Động, Phim Hài",Wu Zhi Guo,"Chen Bing Qiang , Crystal, Qiao Wei Dong"
Long Quan Cổ Mộ: Vua Sói Tây Hạ,Phim lẻ,62000,8.9,T13,2021,76,Trung Quốc đại lục,"Bí Ẩn, Hành Động, Phiêu Lưu",Chen Cheng,"Da Zhao, Crystal, Wu Qiang, Lin Yong Ju, Zhang Hengrui"
Tình yêu biến thân,Phim lẻ,2000,8.8,T18,2018,91,Trung Quốc đại lục,"Hư Cấu, Lãng Mạng, Phim Hài, Viễn Tưởng, Tình Bạn, Gia Đình",Liao Wei Neng,"Go Joon, Guan Ying Xue"
Dòng Người Tấp Nập,Phim lẻ,14000,9,T13,2021,119,Trung Quốc đại lục,"Tội Phạm, Phim Hài, Tình Bạn, Chủ Đề Thực Tế",Rao Xiao Zhi,"Andy Lau, Tiêu Ương, Regina Wan, Cheng Yi"
Cha máu,Phim lẻ,3000,9.4,T16,2018,84,Mỹ,"Tội Phạm, Hành Động, Hình Sự, Chủ Đề Thực Tế",Jean-François Richet,"Mel Gibson, 艾琳·莫里亚蒂, Harry Samuel Parks, Diego Luna, 伊丽莎白·霍尔姆, William H. Macy, Dale Dickey, Richard Cabral"
Tạm biệt Lộ Tinh Hà,Phim lẻ,17000,9.1,T13,2017,95,Trung Quốc đại lục,"Lãng Mạng, Tình Tiết, Tình Bạn, Thanh Xuân",袁菲（导演）,"Yue,Ahu,KA, Xindy, Zuo Li, Li Che, Yu Zhihui, Xihe Ding,William Tim, Đàm Tùng Vận"
Shanghai Love Story,Phim lẻ,7000,8.2,T13,2020,82,Trung Quốc đại lục,"Lãng Mạng, Tình Tiết",Yao Rui Dao Yan,Fu Hong Lin
Thích khách triều Minh,Phim lẻ,19000,8.7,T16,2017,89,Trung Quốc đại lục,"Hành Động, Tình Tiết",He Jia Nan,"Tan Xu, Zhan Mu, Dia Yiu Ming, Wang Gang, Liu Nan Xi, Wang Mei Xin"
Hoa hoành hành,Phim lẻ,15000,9.2,T16,2018,85,Trung Quốc đại lục,"Hành Động, Phim Hài, Phiêu Lưu, Võ hiệp, Tình Bạn",Mao Wei,"Chloe, Bao Wen Jing, Tianqi Zhang, Yuan Ling Yan, Li Xiao You, Li Yi Dong, Jiang Wei"
Nhân danh tình yêu,Phim lẻ,4000,8,T16,2018,74,Trung Quốc đại lục,"Bí Ẩn, Tội Phạm, Gia Đình, Hôn Nhân",Zhu Su,"Su De Lun, Dai Lu, Chen Qiang Sheng, Wang Xin Ya"
Bí mật của tôi,Phim lẻ,1000,7.5,T16,2016,63,Trung Quốc đại lục,"Bí Ẩn, Tội Phạm, Kinh Dị, Chủ Đề Thực Tế",Han Cheng Jun,"Zhang En Ke, Song Ao Xue"
My Sassy Hubby,Phim lẻ,3000,9,T13,2012,106,Trung Quốc đại lục,"Hồng Kông, Lãng Mạng, Phim Hài, Tình Tiết, Hôn Nhân",James Yuen,"Charlene Choi, Ekin Cheng, Zhang Xin Yi, Từ Chính Khê, Vương Tổ Lam"
Cô gái kín,Phim lẻ,7000,8,T18,2018,65,Trung Quốc đại lục,"Lãng Mạng, Hư Cấu, Viễn Tưởng",Cao Zhi Peng,"Daniella Wang, Wang Yi"
FIGHTING,Phim lẻ,8000,8.9,T13,2009,104,Mỹ,"Hành Động, Tình Tiết, Võ hiệp, Tình Bạn",Dito Montiel,"Channing Tatum, TerrenceDashon Howard, Angelic Zambrana, Zulay Henao, Luis Guzmán, Brian J. White, Cung Le"
Chín bang 3,Phim lẻ,24000,8.9,T16,2018,68,Trung Quốc đại lục,"Võ Thuật, Lãng Mạng, Hành Động, Tình Bạn",Jianbin An,Tang Lv Jing
Tôn Ngộ Không: Động Không Đáy,Phim lẻ,8000,8.5,T13,2022,100,Trung Quốc đại lục,"Hư Cấu, Lãng Mạng, Phim Hài, Tình Bạn, Cổ Trang",Yu Hong Bo,"Wang Ning, An Wei Ling, Song Han Huan, Xue Wen, Sang Ping, Li Yu"
Yêu nhầm tiếp viên hàng không mạo danh,Phim lẻ,21000,8.8,T13,2018,61,Trung Quốc đại lục,"Lãng Mạng, Phim Hài, Tình Tiết",Ba Chen Xu,"Xu Ding, Chen Yi Wen, Chen Yi Wen"
Nữ hoàng hộp đêm,Phim lẻ,3000,8.3,T16,2018,74,Trung Quốc đại lục,"Lãng Mạng, Hành Động, Tình Tiết, Chủ Đề Thực Tế, Hôn Nhân",Yang Xiao Ka,"Ye Si Tong, Liu Te"
Thần Tài 3,Phim lẻ,6000,7.9,T13,2022,79,Trung Quốc đại lục,"Phim Hài, Tình Tiết, Viễn Tưởng",Tang Tao,"Sun Yue, Yin Fei, Mamat Tursun Mamateli, YANO KOJI, Struggle"
Cô gái vụng về,Phim lẻ,19000,8.9,T13,2018,93,Trung Quốc đại lục,"Phim Hài, Thanh Xuân, Hôn Nhân","Zhang Gao Jing, Li Si Yue","Wu Qiao An, Bai Hao Yan"
Nếu Có Thể Trở Về Lúc Đầu: Giống Như Người Yêu,Phim lẻ,5000,8.7,T13,2021,71,Trung Quốc đại lục,"Lãng Mạng, Tình Tiết",Tang Tao,Dương Húc Văn
Kim trang thiếu niên Đường Bá Hổ,Phim lẻ,3000,8.1,T13,2018,82,Trung Quốc đại lục,"Hành Động, Phim Hài, Viễn Tưởng, Cổ Trang",Zheng Kai Jun,"Shao Ru Yi, Hà Lam Đậu, Zhongwei Jiang, CHENG SHU FUNG"
Bão Tố Băng Cốc,Phim lẻ,6000,8.6,T13,2023,79,Trung Quốc đại lục,"Bí Ẩn, Tội Phạm, Hành Động, Trả Thù",Kenyeung,"Phàn Thiếu Hoàng, Jeff Liu, Mirrre"
Xin chào ông Xuân,Phim lẻ,6000,8.8,T16,2018,109,Trung Quốc đại lục,"Lãng Mạng, Phim Hài, Tình Bạn",Yang Dai Yue,"Bosco Ho, Gao Wen Feng"
Bạch môn ngũ giáp,Phim lẻ,8000,8,T16,2018,72,Trung Quốc đại lục,"Võ Thuật, Hành Động, Viễn Tưởng, Cổ Trang",Julian,"Ryan, Xia Yang, Wen Dong Jun"
Hải hôn hầu truyện chi Tàng phong,Phim lẻ,17000,8.8,T13,2018,90,Trung Quốc đại lục,"Võ Thuật, Lãng Mạng, Hành Động, Tình Tiết, Cổ Trang",Su Jian Ying,"Zhang Zi Jun, Lu Yi, Huang Shi Jia, Liming Geng, Mei Yang, Luo Cai Xia"
Đông Du  Bát Tiên Phục Ma,Phim lẻ,7000,9,T13,2023,86,Trung Quốc đại lục,"Lãng Mạng, Hư Cấu, Hành Động, Tình Tiết, Cổ Trang","Yang Shuai, Zhong Wei Xi","Steve Ma, Vicki, He Qi Wei, Han-Lin Gong, Liang Yuan, Cui Zhi Gang"
Anh hùng của Jigong,Phim lẻ,14000,8.7,T16,2018,95,Trung Quốc đại lục,"Phim Hài, Viễn Tưởng",Lam Tze Chung,"Benny Chan, Zhong Jiu Fu, Lam Tze Chung, Danny Chan Kwok Kwan, Kar-Ying Law, WangJing, Yang Neng"
Nam sói truyện,Phim lẻ,11000,7.8,T18,2018,88,Trung Quốc đại lục,"Lãng Mạng, Tình Tiết, Viễn Tưởng, Gia Đình, Thanh Xuân",Bian Qi Jun,"Johnny, Bian Qi Jun, Wu Jia Hui, Zhou Meng, Duan Xiao Huan"
Giải Cứu Tam Giác Vàng,Phim lẻ,37000,9.1,T13,2020,99,Trung Quốc đại lục,"Bí Ẩn, Tội Phạm, Hành Động, Tình Tiết, Võ hiệp, Trả Thù",Tao zhang,"Bàng Ngỗ Mỗ, Yu Xin Yan, Li Qiao Dan, Chen Yu Yong, Xu Zi Lu"
Killer  Tattoo,Phim lẻ,5000,9,T13,2001,114,Thái Lan,"Tội Phạm, Hành Động, Phim Hài",Yuthlert Sippapak,"Somchai Kemglad, Suthep Po-ngam, Mom Jokmok, Teng Terd Terng, Tua-rae Chernyim"
Cô gái dễ thương quyết chiến giang hồ,Phim lẻ,18000,8.6,T13,2017,86,Trung Quốc đại lục,"Tội Phạm, Tình Tiết, Xã Hội Đen, Tình Bạn, Thanh Xuân",Jiang Zhi Lun,"Zhang Ying, Yun Xiang, Kitty, Liu Yu Chen"
Righting Wrongs,Phim lẻ,2000,9.5,T16,1986,96,Trung Quốc đại lục,"Hồng Kông, Tội Phạm, Hành Động, Hình Sự",Corey Yuen,"Nguyên Bưu, Roy Chiao, Phàn Thiếu Hoàng, Luo Fu Luo, Melvin Wong"
Siêu binh vương chi chiến lang quy lai,Phim lẻ,9000,8.6,T16,2017,68,Trung Quốc đại lục,"Tội Phạm, Hành Động, Xã Hội Đen",Ma Xiao Peng,"Wu Jian Guo, Jin Jiu Zhe"
Búp bê ro-bot,Phim lẻ,2000,8.8,T16,2017,74,Trung Quốc đại lục,"Lãng Mạng, Khoa Học Viễn Tưởng, Tình Bạn, Thanh Xuân",He Jia Nan,"Lạc Minh Cật, Ma Yue Tong, Liu Nan Xi"
Nhà Có Chuyện Hỷ (2009),Phim lẻ,2000,9.3,T13,2020,99,Trung Quốc đại lục,"Hồng Kông, Lãng Mạng, Phim Hài, Tình Tiết, Tình Bạn, Hôn Nhân",Vincent Kok,"Sandra Ng Kwan Yue, Louis Koo, Raymond Wong, Ronald, Yao Chen, Chun Chau Ha"
Laughter's Of Water Margins,Phim lẻ,1000,9.1,T16,2020,83,Trung Quốc đại lục,"Hồng Kông, Phim Hài, Tình Tiết",Clifton Ko,"Samuel Hui, Ng Man Tat,Uncle Tat, Teresa Mo"
Đầu sắt bất khả chiến bại,Phim lẻ,2000,8.9,T13,2018,96,Trung Quốc đại lục,"Hành Động, Phim Hài, Tình Tiết, Võ hiệp, Tình Bạn, Gia Đình",Chen Xiang,"Chen Xiang, Mei Da Ye, Mao Tai, Mo Gu Tou, Zhu Xiao Ming, Wu Ma, Mi Xian Er, Qiu Qiu"
Hàn Chiến,Phim lẻ,15000,9.4,T13,2012,101,Trung Quốc đại lục,"Tội Phạm, Hành Động, Hình Sự, Tình Tiết","Lok Man Leung, Lu Jian Qing","Aaron Kwok,Sing Sing (昵称) / Fu Shing Kwok (本名), Tony Ka Fai Leung, Aarif Lee, Eddie Peng, Mã Y Lợi"
Phế sài thiếu niên chi Thứ nguyên nguy cơ,Phim lẻ,1000,8.7,T13,2017,81,Trung Quốc đại lục,"Tình Tiết, Viễn Tưởng, Tình Bạn, Gia Đình, Thanh Xuân",Ma Yi Ran,"Jacob, Wu Jia Xuan, Duncan, Lan Bo Er, Zheng Nuo"
A Moment of Romance III,Phim lẻ,2000,9,T13,1996,96,Trung Quốc đại lục,"Lãng Mạng, Tình Tiết, Gia Đình",Johnny To,"Andy Lau, Wu Qien Lien,Jacklyn Wu, ALEX, He Zhong Hua, Fan Zhi Gang, Tung Geung, Patrick Leung"
Đại sư thần trộm,Phim lẻ,1000,8.2,T16,2017,64,Trung Quốc đại lục,"Bí Ẩn, Lãng Mạng, Phim Hài",Yan Yu Chao,"Zhang Jing Da, Xue Yue Xin, Zhu Xiao Mi"
Love Unto Wastes,Phim lẻ,1000,8.3,K,1986,97,Trung Quốc đại lục,"Hồng Kông, Lãng Mạng, Tình Tiết, Tình Bạn, Hôn Nhân",Stanley KWAN,"Yun-Fat Chow, Elaine Jin, Tsai Chin, Tony Chiu-Wai Leung, Irene Wan, Sau Laan Chow"
Hắc Quyền Chi Long Hổ Huynh Đệ,Phim lẻ,3000,8.2,T18,2017,79,Trung Quốc đại lục,"Hành Động, Tình Tiết, Xã Hội Đen",Li Zong Qiang,"Li Bo, Li Ting Zhe, Zhang Yue Nan"
The Shining Girl,Phim lẻ,34000,8.7,T13,2020,103,Trung Quốc đại lục,"Lãng Mạng, Tình Tiết, Thanh Xuân",TimorLiang,"Aggiem, Lin Jia"
